Last inventory,Operating system,RAM (MB),CPU (MHz)
2022-10-25 13:14:23,Microsoft Windows 7 Professional,2941,2936
2020-01-09 11:12:13,Microsoft Windows 7 Professional,2941,2936
2022-08-30 10:55:51,Microsoft Windows 7 Professional,2048,2133
2022-05-18 13:45:23,Microsoft Windows 7 Professional,4096,2200
2021-11-22 11:09:25,Microsoft Windows 7 Professional,2941,2936
2019-03-07 09:28:17,Microsoft Windows 7 Professional,2941,2936
2019-10-25 14:48:03,Microsoft Windows 7 Professional,2941,2936
2018-10-30 15:48:48,Microsoft Windows XP Professional,2048,2926
2022-10-27 09:29:54,Microsoft Windows 7 Professional,4096,2936
2019-01-22 12:06:57,Microsoft Windows 7 Professional,2941,2936
2021-10-27 10:08:51,Microsoft Windows 7 Professional,2941,2936
2019-11-04 12:54:54,Microsoft Windows XP Professional,2048,2925
2018-11-05 09:54:53,Microsoft Windows 7 Professional,2941,2936
2020-06-09 13:56:12,Microsoft Windows 7 Professional,2941,2936
2022-10-26 14:49:41,Microsoft Windows 7 Professional,2941,2936
2021-06-11 16:34:30,Microsoft Windows 7 Professional,2941,2936
2019-07-29 11:03:25,Microsoft Windows 7 Professional Edition,2941,2926
2022-10-14 16:23:25,Microsoft Windows 7 Professional,2941,2936
2018-10-19 12:47:17,Microsoft Windows 7 Professional,2941,2936
2022-05-04 07:38:35,Microsoft Windows 7 Professional,2941,2936
2022-10-27 11:45:06,Microsoft Windows 7 Professional,2941,2936
2022-10-27 14:47:31,Microsoft Windows 7 Professional,2941,2936
2022-10-27 14:59:52,Microsoft Windows 7 Professional,2941,2936
2022-08-24 16:19:37,Microsoft Windows 7 Professional,2941,2936
2022-08-02 17:07:10,Microsoft Windows 7 Professional,2941,2936
2022-10-26 16:33:21,Microsoft Windows 7 Professional,2941,2936
2019-01-03 07:58:09,Microsoft Windows 7 Professional,2941,2936
2021-07-23 11:43:10,Microsoft Windows 7 Professional,2941,2936
2019-01-15 11:40:49,Microsoft Windows 7 Professional,2941,2936
2021-07-13 12:37:33,Microsoft Windows 7 Professional,2941,2936
2022-08-04 14:05:59,Microsoft Windows 7 Professional,2941,2936
2021-04-15 11:54:06,Microsoft Windows 7 Professional,2941,2936
2020-04-22 15:14:07,Microsoft Windows 7 Professional,2941,2936
2022-08-05 09:44:01,Microsoft Windows 7 Professional,2941,2936
2021-07-05 13:29:52,Microsoft Windows 7 Professional,2941,2936
2019-02-22 16:32:11,Microsoft Windows 7 Professional,2941,2936
2022-03-24 10:20:10,Microsoft Windows 7 Professional,2941,2936
2022-03-23 09:05:38,Microsoft Windows 7 Professional,2941,2936
2021-08-04 16:55:53,Microsoft Windows 7 Professional,2941,2936
2021-12-27 14:56:46,Microsoft Windows 7 Professional,2941,2936
2022-08-23 09:19:53,Microsoft Windows 7 Professional,2941,2936
2022-10-26 16:51:47,Microsoft Windows 7 Professional,2941,2926
2021-06-15 08:38:35,Microsoft Windows 7 Professional,2941,2936
2022-05-20 12:03:14,Microsoft Windows 7 Professional,2941,2936
2020-12-02 13:15:52,Microsoft Windows 7 Professional,2941,2936
2021-02-09 18:19:50,Microsoft Windows 7 Professional,2941,2936
2022-10-19 16:30:06,Microsoft Windows 7 Professional,2941,2936
2022-10-26 14:10:06,Microsoft Windows 7 Professional,2941,2936
2019-07-24 08:51:43,Microsoft Windows XP Professional,2048,2926
2021-04-14 10:53:46,Microsoft Windows 7 Professional,2941,2936
2022-10-25 14:39:54,Microsoft Windows 7 Professional,2941,2936
2019-06-11 16:02:12,Microsoft Windows 7 Professional,2941,2936
2022-09-15 08:46:53,Microsoft Windows 7 Professional,2941,2936
2022-08-25 20:46:01,Microsoft Windows 7 Professional,2941,2936
2022-09-15 13:00:53,Microsoft Windows 7 Professional,2941,2936
2022-09-08 08:50:18,Microsoft Windows 7 Professional,2941,2936
2021-04-13 15:25:32,Microsoft Windows 7 Professional,2941,2936
2022-10-27 08:22:43,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:32:28,Microsoft Windows 10 Pro,8192,3408
2022-10-27 10:19:52,Microsoft Windows 10 Pro,8192,3408
2022-10-21 10:40:41,Microsoft Windows 10 Pro,8192,3408
2021-12-22 02:33:30,Microsoft Windows 7 Professional,2941,2936
2021-07-06 11:51:23,Microsoft Windows 7 Professional,2941,2936
2022-10-27 10:15:43,Microsoft Windows 7 Professional,2941,2936
2020-07-28 12:05:03,Microsoft Windows 7 Professional,2941,2936
2022-10-26 10:39:09,Microsoft Windows 7 Professional,3416,2901
2021-11-11 11:11:36,Microsoft Windows 7 Professional,3416,2901
2018-12-14 16:20:00,Microsoft Windows 7 Professional,4096,2901
2019-10-04 10:38:49,Microsoft Windows 7 Professional,4096,2901
2019-05-23 11:55:01,Microsoft Windows 7 Professional,4096,2901
2019-08-09 14:53:35,Microsoft Windows 7 Professional,2813,2300
2018-10-26 18:41:38,Microsoft Windows 7 Professional,2941,2936
2022-10-07 12:06:21,Microsoft Windows 7 Professional,3550,3200
2021-04-12 14:41:58,Microsoft Windows 7 Professional,2941,2936
2022-10-27 07:31:27,Microsoft Windows 10 Pro,8192,3408
2022-10-25 17:37:29,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:21:34,Microsoft Windows 10 Pro,8192,3408
2022-03-18 09:32:22,Microsoft Windows 10 Pro,8192,3408
2022-01-12 12:07:17,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:46:52,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:39:18,Microsoft Windows 10 Pro,8192,3408
2022-10-27 12:06:40,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:28:30,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:46:36,Microsoft Windows 10 Pro,8192,3408
2022-10-27 11:13:01,Microsoft Windows 10 Pro,8192,3408
2019-04-10 11:29:46,Microsoft Windows 10 Pro,8192,3408
2021-09-17 16:11:09,Microsoft Windows 10 Pro,8192,3408
2022-10-27 11:56:04,Microsoft Windows 10 Pro,8192,3408
2019-03-12 10:05:22,Microsoft Windows 10 Pro,8192,3408
2022-10-26 10:58:35,Microsoft Windows 10 Pro,8192,3408
2022-10-27 12:22:37,Microsoft Windows 10 Pro,8192,3408
2022-10-27 07:45:59,Microsoft Windows 10 Pro,8192,3408
2022-10-25 07:44:37,Microsoft Windows 10 Pro,8192,3408
2022-10-27 07:20:19,Microsoft Windows 10 Pro,8192,3408
2021-05-19 17:04:45,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:15:15,Microsoft Windows 10 Pro,8192,3408
2022-10-27 15:28:02,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:04:55,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:49:38,Microsoft Windows 10 Pro,8192,3408
2022-04-13 09:44:28,Microsoft Windows 10 Pro,8192,3408
2022-10-27 07:32:35,Microsoft Windows 10 Pro,8192,3408
2022-10-21 08:04:06,Microsoft Windows 10 Pro,8192,3408
2022-10-27 09:44:19,Microsoft Windows 10 Pro,8192,3408
2019-03-07 11:20:18,Microsoft Windows 10 Pro,8192,3408
2022-10-27 08:12:03,Microsoft Windows 10 Pro,8192,3408
2021-01-29 09:39:41,Microsoft Windows 7 Professional,2048,2133
2021-09-24 09:12:47,Microsoft Windows 7 Professional,2048,2133
2021-11-29 11:19:11,Microsoft Windows 7 Professional,2048,2133
2021-11-30 10:58:38,Microsoft Windows 7 Professional,2048,2133
2019-05-14 10:38:48,Microsoft Windows 10 Pro,8192,3201
2019-04-05 14:19:39,Microsoft Windows 10 Pro,8192,3201
2021-07-23 13:16:19,Microsoft Windows 7 Professional,4096,3300
2022-08-11 09:09:54,Microsoft Windows 7 Professional,2048,2933
2021-03-25 12:34:52,Microsoft Windows XP Professional,2048,2926
2018-11-06 16:11:20,Microsoft® Windows Vista™ Business,2048,2933
2022-10-27 15:04:01,Microsoft Windows 7 Professional,2941,2936
2022-10-11 10:12:54,Microsoft Windows 7 Professional,2941,2936
2018-11-07 09:17:11,Microsoft Windows 7 Professional,2048,2400
2020-11-30 15:58:31,Microsoft Windows 7 Professional,2941,2936
2021-05-30 05:20:32,Microsoft Windows 7 Professional,8192,3901
2020-06-19 12:30:01,Microsoft Windows 7 Professional,2048,2933
2022-08-15 16:51:16,Microsoft® Windows Vista™ Business,2048,2933
2021-01-22 13:35:00,Microsoft Windows 7 Professional Edition,5598,3194
2022-04-06 17:14:27,Microsoft Windows 7 Professional,2048,2933
2022-05-09 17:14:47,Microsoft Windows 7 Professional,3575,3333
2020-12-30 14:58:03,Microsoft Windows 7 Professional,2048,2933
2020-11-09 11:43:43,Microsoft Windows XP Professional,1024,2194
2021-08-27 08:53:47,Microsoft Windows 10 Pro,5731,2496
2018-12-15 15:53:36,Microsoft Windows XP Professional,1791,2812
2019-01-14 09:52:17,Microsoft® Windows Vista™ Business,2048,2933
2020-11-20 16:05:19,Microsoft Windows 7 Professional,2048,2133
2022-04-07 14:32:14,Microsoft Windows XP Professional,2048,2925
2022-04-26 12:28:12,Microsoft Windows 7 Professional,2048,2133
2022-10-24 07:56:37,Microsoft Windows XP Professional,2048,2925
2019-08-13 10:22:47,Microsoft Windows XP Professional,2048,2926
2020-10-09 16:22:10,Microsoft Windows XP Professional,2048,2792
2018-12-14 06:10:25,Microsoft Windows XP Professional,2048,2925
2018-12-12 09:10:58,Microsoft Windows XP Professional,3061,2659
2019-05-15 13:50:10,Microsoft Windows XP Professional,2048,2926
2021-08-02 10:28:50,Microsoft Windows XP Professional,1790,2812
2021-08-09 13:59:23,Microsoft Windows XP Professional,2048,2926
2019-05-28 08:02:59,Microsoft Windows XP Professional,2048,2925
2019-03-11 11:42:16,Microsoft Windows XP Professional,2048,2926
2019-11-26 15:49:53,Microsoft Windows XP Professional,2048,2925
2021-01-15 15:28:36,Microsoft Windows 7 Professional,2048,2133
2020-12-23 03:44:38,Microsoft Windows 7 Professional,2048,2933
2019-03-20 09:42:31,Microsoft Windows XP Professional,1024,2193
2019-06-12 11:53:06,Microsoft Windows XP Professional,512,2992
2019-02-01 09:36:45,Microsoft Windows 7 Professional,4096,2936
2022-09-09 16:26:22,Microsoft Windows 7 Professional,2048,2133
2018-11-06 10:51:58,Microsoft Windows XP Professional,1024,2394
2022-10-27 13:47:18,Microsoft Windows 7 Professional,4096,2901
2019-01-04 12:01:38,Microsoft Windows 7 Professional,2048,2933
2022-10-27 07:54:34,Microsoft Windows 7 Professional,4096,2901
2022-10-04 10:22:35,Microsoft Windows 7 Professional,2941,2936
2020-07-09 15:26:43,Microsoft Windows 7 Professional,2941,2936
2018-12-13 15:19:42,Microsoft Windows 7 Professional,2048,2200
2022-10-27 08:21:31,Microsoft Windows 7 Professional,4096,2901
2022-07-05 07:56:35,Microsoft Windows 10 Pro,8192,3600
2021-12-20 15:51:28,Microsoft Windows XP Professional,1024,2394
2021-12-28 16:00:33,Microsoft Windows 10 Pro,8192,3408
2019-02-07 14:41:41,Microsoft Windows 7 Professional,2048,2933
2022-04-25 16:07:26,Microsoft Windows 7 Professional,2048,2933
2022-10-25 14:25:06,Microsoft Windows 10 Pro,8192,3408
2019-07-19 10:43:58,Microsoft Windows 10 Pro,8192,3408
2022-09-16 09:05:49,Microsoft Windows 7 Professional,3227,1801
2019-04-12 17:31:14,Microsoft Windows 7 Professional,4096,2936
2022-10-27 12:30:46,Microsoft Windows 7 Professional,3317,3000
2019-01-03 09:10:55,Microsoft Windows 7 Professional,4096,2901
2020-08-12 11:55:38,Microsoft Windows 7 Professional,4096,2901
2020-07-22 11:44:41,Microsoft Windows 7 Professional,4096,2901
2022-10-27 08:31:40,Microsoft Windows 7 Professional,4096,2901
2020-02-21 14:55:57,Microsoft Windows 7 Professional,4096,2901
2022-10-27 15:26:19,Microsoft Windows 7 Professional,4096,2901
2021-08-03 12:55:42,Microsoft® Windows Vista™ Business,2048,2933
2022-01-31 17:56:37,Microsoft Windows 7 Professional,3005,2200
2021-01-29 10:42:43,Microsoft Windows XP Professional,2048,2926
2022-06-20 15:38:15,Microsoft Windows XP Professional,2048,2925
2019-07-09 15:37:14,Microsoft Windows XP Professional,1024,2194
2019-05-24 16:59:06,Microsoft Windows XP Professional,1024,2194
2021-03-09 15:19:55,Microsoft Windows XP Professional,1024,2194
2019-09-25 08:27:21,Microsoft Windows XP Professional,1024,2926
2019-11-21 17:05:23,Microsoft Windows 7 Professional,2941,2936
2021-01-20 09:04:40,Microsoft Windows 7 Professional,2941,2936
2022-07-04 13:28:25,Microsoft Windows 7 Professional,2941,2936
2019-07-29 07:22:21,Microsoft Windows 7 Professional,4096,2936
2019-06-11 08:17:10,Microsoft® Windows Vista™ Business,2048,2933
2021-01-15 11:14:14,Microsoft Windows XP Professional,1024,2194
2021-09-02 09:01:05,Microsoft Windows 10 Pro,8192,3600
2022-10-27 09:36:40,Microsoft Windows 10 Pro,8192,3600
2022-03-21 13:43:38,Microsoft Windows 7 Professional,2048,2133
2021-12-27 08:44:44,Microsoft Windows 7 Professional,2048,2133
2019-07-09 15:12:24,Microsoft Windows 7 Professional,2941,2936
2020-01-07 10:49:35,Microsoft Windows 7 Professional,2941,2936
2021-03-29 08:26:07,Microsoft Windows 7 Professional,2941,2936
2019-08-30 07:45:05,Microsoft Windows XP Professional,2048,2926
2021-10-18 10:53:05,Microsoft Windows XP Professional,2048,2925
2021-02-22 16:26:02,Microsoft Windows 7 Professional,2941,2936
2021-01-15 11:51:27,Microsoft Windows 7 Professional,2941,2936
2019-08-07 13:08:16,Microsoft Windows 7 Professional,2048,2933
2021-04-15 15:25:14,Microsoft Windows 7 Professional,2048,2133
2018-10-23 09:50:47,Microsoft Windows 7 Professional,1791,1496
2022-10-27 07:46:29,Microsoft Windows 7 Professional,3550,3200
2019-10-01 11:18:22,Microsoft Windows 7 Professional,2941,2936
2019-05-24 15:57:00,Microsoft Windows 7 Professional,1502,3200
2021-03-10 15:39:36,Microsoft Windows 7 Professional,2048,2933
2020-03-12 09:13:02,Microsoft Windows 7 Professional,2048,2933
2018-12-04 14:26:00,Microsoft Windows 7 Professional,2048,2933
2020-10-26 09:12:14,Microsoft Windows 7 Professional,2941,2936
2022-03-07 08:21:34,Microsoft Windows 7 Professional,4096,2936
2022-08-15 07:00:48,Microsoft Windows 7 Professional,2941,2936
2018-10-09 05:49:51,Microsoft Windows 7 Professional,4096,2936
2019-03-26 12:02:33,Microsoft Windows 7 Professional,4096,2936
2022-10-27 08:42:08,Microsoft Windows 7 Professional,4096,2936
2020-02-10 17:04:15,Microsoft Windows 7 Professional,2941,2936
2022-10-27 06:52:58,Microsoft Windows 7 Professional,2941,2936
2019-07-22 14:55:59,Microsoft Windows 7 Professional,1791,1496
2021-12-21 12:01:01,Microsoft Windows 7 Professional,2048,2933
2021-10-04 12:18:57,Microsoft Windows 7 Professional,2048,2933
2018-09-27 16:50:52,Microsoft Windows 7 Professional,2048,2933
2022-10-13 10:53:26,Microsoft Windows 7 Professional,2048,2933
2020-11-06 15:57:13,Microsoft Windows 7 Professional,2048,2933
2019-01-16 15:45:13,Microsoft Windows 7 Professional,2941,2936
2019-01-10 20:18:39,Microsoft Windows 7 Professional,2048,2933
2019-05-14 09:08:14,Microsoft Windows 7 Professional,2941,2936
2018-11-08 11:42:02,Microsoft Windows 7 Professional,2941,2936
2022-10-25 16:37:41,Microsoft Windows 7 Professional,8192,3200
2020-01-07 10:19:43,Microsoft Windows 7 Professional,3543,2933
2021-05-18 14:16:51,Microsoft Windows 7 Ultimate,3495,3100
2019-07-30 10:01:13,Microsoft Windows XP Professional,1024,2194
2022-10-25 16:39:54,Microsoft Windows 7 Professional,3292,2133
2019-01-22 14:30:47,Microsoft Windows 10 Pro,8192,3408
2020-06-18 02:33:09,Microsoft Windows 7 Professional,3290,2133
2019-04-29 13:48:34,Microsoft Windows 7 Professional,4078,3800
2021-02-25 12:08:19,Microsoft Windows 7 Professional,1774,3800
2019-01-03 14:52:27,Microsoft Windows 7 Professional,4078,3800
2021-01-28 15:55:53,Microsoft Windows 7 Professional,8192,3326
2022-10-27 13:17:30,Microsoft Windows 10 Pro,8192,3408
2019-01-16 08:54:51,Microsoft® Windows Vista™ Business,3061,2667
2019-01-07 16:51:04,Microsoft® Windows Vista™ Business,2048,2933
2022-03-28 11:12:43,Microsoft Windows 10 Pro,8192,2496
2019-01-18 07:52:48,Microsoft Windows 10 Pro,8192,2496
2022-10-26 08:30:09,Microsoft Windows 10 Pro,5731,2496
2022-08-01 14:16:26,Microsoft Windows 7 Professional,2807,2500
2020-02-10 17:45:05,Microsoft Windows 7 Professional,4096,2901
2022-02-22 09:41:02,Microsoft Windows 7 Professional,4096,2901
2019-02-20 10:45:18,Microsoft Windows 7 Professional,3072,2133
2022-10-26 13:04:56,Microsoft Windows 10 Pro,8192,2496
2022-10-27 10:19:47,Microsoft Windows 10 Pro,8192,3408
2022-10-27 14:09:54,Microsoft Windows 10 Pro,8192,3408
2022-10-27 11:29:01,Microsoft Windows 10 Pro,8192,3408
2022-04-28 11:52:32,Microsoft Windows 10 Pro,8192,3408
2018-11-20 14:13:57,Microsoft Windows 7 Professional,1536,1800
2020-03-23 13:25:27,Microsoft Windows 7 Professional,2941,2936
2022-10-26 20:26:54,Microsoft Windows Server 2008 R2 Standard,4096,2934
2018-11-23 15:59:25,Microsoft Windows 7 Professional,1536,1800
2018-11-28 08:12:39,Microsoft Windows 7 Professional,1536,1800
2020-09-08 17:06:01,Microsoft Windows 7 Professional,3518,2200
2020-03-16 08:44:41,Microsoft Windows 7 Professional,3550,3200
2019-11-04 10:32:57,Microsoft® Windows Vista™ Business,2048,2933
2018-10-30 11:17:37,Microsoft Windows 7 Professional,2048,2933
2020-01-23 08:59:06,Microsoft Windows Server 2008 R2 Enterprise,20480,2400
2022-10-27 15:31:55,Microsoft Windows Server 2008 R2 Enterprise,20480,2400
2021-09-21 08:46:13,Microsoft Windows 7 Professional,10240,3601
2022-10-27 08:33:27,Microsoft Windows 7 Professional,8192,3601
2021-05-05 17:27:36,Microsoft Windows 7 Professional,4096,3601
2019-12-02 14:55:24,Microsoft Windows 7 Professional,4096,3601
2022-10-27 15:19:33,Microsoft Windows 7 Professional,4096,3601
2022-10-18 12:21:52,Microsoft Windows 7 Professional,4096,3601
2021-09-29 10:40:08,Microsoft Windows 7 Professional,3469,3601
2021-05-31 14:07:46,Microsoft Windows 7 Professional,4096,3601
2021-01-11 09:38:23,Microsoft Windows 7 Professional,3463,3601
2022-10-27 08:05:16,Microsoft Windows 7 Professional,8192,3901
2021-08-13 13:52:18,Microsoft® Windows Vista™ Business,3072,2933
2020-07-13 17:00:41,Microsoft® Windows Vista™ Business,2048,2933
2022-10-27 08:03:38,Microsoft Windows 7 Professional,8192,3901
2019-05-03 11:58:09,Microsoft Windows 7 Professional,2048,2933
2018-12-13 08:50:49,Microsoft Windows 10 Pro,8192,2496
2018-12-18 14:43:09,Microsoft Windows 10 Pro,5711,2496
2022-10-21 13:46:30,Microsoft Windows 10 Pro,8192,2496
2018-11-27 17:07:57,Microsoft Windows 10 Pro,8192,2496
2020-12-29 13:44:12,Microsoft Windows 10 Pro,8192,2496
2022-08-09 08:52:14,Microsoft Windows 10 Pro,8192,2496
2022-10-27 09:07:14,Microsoft Windows 10 Pro,8192,2496
2020-10-13 11:18:22,Microsoft Windows 10 Pro,8192,2496
2022-10-27 11:13:17,Microsoft Windows 10 Pro,8192,2496
2022-10-27 13:59:54,Microsoft Windows 7 Professional,3550,3200
2022-10-27 08:26:00,Microsoft Windows 7 Professional,8192,3200
2019-06-13 07:58:57,Microsoft Windows 7 Professional,8192,3200
2022-10-27 07:55:47,Microsoft Windows 7 Professional,8192,3200
2022-10-27 08:37:26,Microsoft Windows 7 Professional,8192,3200
2021-03-16 09:54:57,Microsoft Windows 7 Professional,8192,3200
2019-05-02 17:03:40,Microsoft Windows 7 Professional,8192,3200
2022-06-03 15:08:26,Microsoft Windows 7 Professional,8192,3194
2021-03-18 12:38:25,Microsoft Windows 7 Professional,3550,3200
2022-06-09 09:38:30,Microsoft Windows 7 Professional,6878,3200
2021-01-25 17:54:03,Microsoft Windows 7 Professional,8192,3200
2020-07-07 09:00:56,Microsoft Windows 7 Professional Edition,7646,3194
2022-10-25 09:14:09,Microsoft Windows 7 Professional,8192,3200
2022-10-27 13:41:01,Microsoft Windows 7 Professional,3550,3200
2022-10-27 10:34:03,Microsoft Windows 7 Professional,8192,3200
2022-10-27 09:13:54,Microsoft Windows 7 Professional,6878,3200
2020-04-27 11:33:06,Microsoft Windows 10 Pro,8192,3000
2018-11-16 09:27:46,Microsoft Windows 7 Professional Edition,2038,1795
2022-06-20 08:40:24,Microsoft Windows 7 Ultimate,3293,3000
2022-10-21 09:03:07,Microsoft Windows 7 Ultimate,3293,3000
2020-04-09 08:46:50,Microsoft Windows 7 Professional,8192,3601
